,prompt,question
1750,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#I am a polygon with all angles of equal measure. Find all the shapes that I could be.",I am a polygon with all angles of equal measure. Find all the shapes that I could be.
1751,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Write how many line segments for the hexagon.Picture a shape with six sides, like a snowflake. How many straight lines does it have?","Write how many line segments for the hexagon.Picture a shape with six sides, like a snowflake. How many straight lines does it have?"
1752,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#fill  in the blank. â€¦â€¦â€¦â€¦. has a closed shape made up of a curved line.",fill  in the blank. â€¦â€¦â€¦â€¦. has a closed shape made up of a curved line.
1753,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Assume you have 5 lines of equal length. Name all the polygons that can be made using these 5 lines.",Assume you have 5 lines of equal length. Name all the polygons that can be made using these 5 lines.
1754,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Think of a shape traingle, like a slice of pie. How many straight lines does it have?","Think of a shape traingle, like a slice of pie. How many straight lines does it have?"
1755,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Identify shapes in which five sides are of equal length.",Identify shapes in which five sides are of equal length.
1756,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Count the number of vertices in a triangle.",Count the number of vertices in a triangle.
1757,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#I am a quadrilateral with at least one of my angles less than a right angle. Find the all shapes that I could be.",I am a quadrilateral with at least one of my angles less than a right angle. Find the all shapes that I could be.
1758,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Assume you have 4 lines of equal length. Name all the quadrilaterals that can be made using these 4 lines.",Assume you have 4 lines of equal length. Name all the quadrilaterals that can be made using these 4 lines.
1759,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Determine the total number of vertices in a hexagon.",Determine the total number of vertices in a hexagon.
1760,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Calculate the count of interior angles in a rhombus.",Calculate the count of interior angles in a rhombus.
1761,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#I am a quadrilateral with all my angles equal to a right angle, but my sides are not all equal. What am I?","I am a quadrilateral with all my angles equal to a right angle, but my sides are not all equal. What am I?"
1762,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Identify shapes in which three sides are of equal length.",Identify shapes in which three sides are of equal length.
1763,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Imagine a round shape, like a bicycle wheel. How many corners does it have?","Imagine a round shape, like a bicycle wheel. How many corners does it have?"
1764,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Find out the total number of line segments in a rhombus.",Find out the total number of line segments in a rhombus.
1765,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Assume you have 6 lines of equal length. Name all the polygons that can be made using these 6 lines.",Assume you have 6 lines of equal length. Name all the polygons that can be made using these 6 lines.
1766,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Shapes,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#fill  in the blanks. All four sides of a â€¦â€¦â€¦â€¦. are equal in length.",fill  in the blanks. All four sides of a â€¦â€¦â€¦â€¦. are equal in length.
1767,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A bakery had 78 chocolate cupcakes and 49 vanilla cupcakes. if they sold 5 chocolate and 1 vanilla how many more chocolate than vanilla are left?",A bakery had 78 chocolate cupcakes and 49 vanilla cupcakes. if they sold 5 chocolate and 1 vanilla how many more chocolate than vanilla are left?
1768,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Niruâ€™s parents bought her pens in 6 different colours. If her parents bought her 56 pens and she gave 22 of those to her friends, how many pens were left for her to use?","Niruâ€™s parents bought her pens in 6 different colours. If her parents bought her 56 pens and she gave 22 of those to her friends, how many pens were left for her to use?"
1769,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Shehani has 60 candies and gives away 40, how many does she have left?","Shehani has 60 candies and gives away 40, how many does she have left?"
1770,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#On the farm, there are 628 apples, 732 pears, and 491 peaches. How many more pears were harvested than apples?","On the farm, there are 628 apples, 732 pears, and 491 peaches. How many more pears were harvested than apples?"
1771,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#On the farm, there are 828 carrots, 932 potatoes, and 691 onions. How many more potatoes were harvested than carrots?","On the farm, there are 828 carrots, 932 potatoes, and 691 onions. How many more potatoes were harvested than carrots?"
1772,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Tala has collected 298 stamps, and her stamp collection book can hold 400 stamps. How many more stamps can she collect to make her book full?","Tala has collected 298 stamps, and her stamp collection book can hold 400 stamps. How many more stamps can she collect to make her book full?"
1773,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Lisa has 473 postage stamps in her stamp collection, and Emma has 294 stamps. How many more stamps does Lisa have than Emma?","Lisa has 473 postage stamps in her stamp collection, and Emma has 294 stamps. How many more stamps does Lisa have than Emma?"
1774,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Lisa scored 84 points in the first round of a computer game. She scored 21 more points in the second round than in the first round. What was Lisa's total score?",Lisa scored 84 points in the first round of a computer game. She scored 21 more points in the second round than in the first round. What was Lisa's total score?
1775,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#675 birds are living near the mountain. If 32 bird families flew away for winter, how many birds were left near the mountain?","675 birds are living near the mountain. If 32 bird families flew away for winter, how many birds were left near the mountain?"
1776,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Shakira started with Rs100. After buying sweets and receiving Rs 27 in exchange, how much money does she have remaining?","Shakira started with Rs100. After buying sweets and receiving Rs 27 in exchange, how much money does she have remaining?"
1777,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Januka bought a toy that originally cost $35. He got a discount of $17. How much did he spend on the toy?",Januka bought a toy that originally cost $35. He got a discount of $17. How much did he spend on the toy?
1778,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Bob bought 10 package of 3 cookies, he ate 4 of the cookies. How many cookies are now?","Bob bought 10 package of 3 cookies, he ate 4 of the cookies. How many cookies are now?"
1779,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Tala has collected 398 seashells, and her seashell collection box can hold 500 seashells. How many more seashells can she collect to make her box full?","Tala has collected 398 seashells, and her seashell collection box can hold 500 seashells. How many more seashells can she collect to make her box full?"
1780,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#John read 395 pages of a book, and Mary read 348 pages. Did John read more pages than Mary?","John read 395 pages of a book, and Mary read 348 pages. Did John read more pages than Mary?"
1781,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Saduni collected 631 bottles for recycling, and Lisa collected 327 fewer bottles than Saduni. How many bottles did Lisa collect?","Saduni collected 631 bottles for recycling, and Lisa collected 327 fewer bottles than Saduni. How many bottles did Lisa collect?"
1782,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A cyclist cycled 1,250 meters on a flat road and 1,300 meters uphill. How many more meters did he cycle uphill than on a flat road?","A cyclist cycled 1,250 meters on a flat road and 1,300 meters uphill. How many more meters did he cycle uphill than on a flat road?"
1783,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#In a neighbourhood, there are 120 bird nests, and 85 of them belong to sparrows. How many bird nests belong to other bird species in the neighbourhood?","In a neighbourhood, there are 120 bird nests, and 85 of them belong to sparrows. How many bird nests belong to other bird species in the neighbourhood?"
1784,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Seetha donated 46 clothes from the 70 she originally had. How many clothes did she have left?",Seetha donated 46 clothes from the 70 she originally had. How many clothes did she have left?
1785,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A hiker hiked 1,100 meters uphill and 1,200 meters downhill. How many more meters did he hike downhill than uphill?","A hiker hiked 1,100 meters uphill and 1,200 meters downhill. How many more meters did he hike downhill than uphill?"
1786,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The weight of an elephant is 605 kg, the weight of a rhino is 582 kg, and a hippo weighs 150 kg. How much more is the total weight of the elephant and hippo combined than the weight of the rhino?","The weight of an elephant is 605 kg, the weight of a rhino is 582 kg, and a hippo weighs 150 kg. How much more is the total weight of the elephant and hippo combined than the weight of the rhino?"
1787,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Emma drove 287 miles, and Lisa drove 336 miles. Did Lisa drive more than Emma?","Emma drove 287 miles, and Lisa drove 336 miles. Did Lisa drive more than Emma?"
1788,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Bob scored 265 points in a computer game, and Dave scored 142 points. How many more points did Bob score than Dave?","Bob scored 265 points in a computer game, and Dave scored 142 points. How many more points did Bob score than Dave?"
1789,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Nadine received 107 gifts to put under the Christmas tree. She wanted to make other kids happy, so she sent 66 of her gifts to the orphanage downtown. How many gifts were left under their Christmas tree?","Nadine received 107 gifts to put under the Christmas tree. She wanted to make other kids happy, so she sent 66 of her gifts to the orphanage downtown. How many gifts were left under their Christmas tree?"
1790,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#In a wildlife sanctuary, there were 60 herds of zebras. 42 of them migrated to a nearby grassland. How many zebra herds were still in the wildlife sanctuary?","In a wildlife sanctuary, there were 60 herds of zebras. 42 of them migrated to a nearby grassland. How many zebra herds were still in the wildlife sanctuary?"
1791,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Kadira has a collection of 98 bug species and he donated some of them to the Museum. Finally, he was left with 39 bug species. How many did he donate?","Kadira has a collection of 98 bug species and he donated some of them to the Museum. Finally, he was left with 39 bug species. How many did he donate?"
1792,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The weight of a lion is 486 lbs, and the weight of a tiger is 502 lbs, while a leopard weighs 135 lbs. Bob said the estimated difference between the weight of the lion and the tiger is zero. Is he correct?","The weight of a lion is 486 lbs, and the weight of a tiger is 502 lbs, while a leopard weighs 135 lbs. Bob said the estimated difference between the weight of the lion and the tiger is zero. Is he correct?"
1793,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A gardener planted 675 tulips and 750 roses. How many fewer tulips did he plant compared to roses?",A gardener planted 675 tulips and 750 roses. How many fewer tulips did he plant compared to roses?
1794,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The weight of a lion is 586 lbs, the weight of a tiger is 602 lbs, and a leopard weighs 235 lbs. How much more is the total weight of the lion and leopard combined than the weight of the tiger?","The weight of a lion is 586 lbs, the weight of a tiger is 602 lbs, and a leopard weighs 235 lbs. How much more is the total weight of the lion and leopard combined than the weight of the tiger?"
1795,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A bakery has 60 cupcakes for sale. Emma and two of her friends each buy 9 cupcakes. How many cupcakes does the bakery have left to sell?",A bakery has 60 cupcakes for sale. Emma and two of her friends each buy 9 cupcakes. How many cupcakes does the bakery have left to sell?
1796,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Kamal has 63 marbles and he gave away 49 to his sister, how many are left with him?","Kamal has 63 marbles and he gave away 49 to his sister, how many are left with him?"
1797,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Mother prepared 36 turkeys and gave 18 of them to the neighbour's house, how many were left for them to eat?","Mother prepared 36 turkeys and gave 18 of them to the neighbour's house, how many were left for them to eat?"
1798,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A baker baked 950 loaves of bread. He sold 875 loaves. How many loaves of bread are left?",A baker baked 950 loaves of bread. He sold 875 loaves. How many loaves of bread are left?
1799,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Sathya has 55 stones and she gave 43 to her friends. How many stones were left?",Sathya has 55 stones and she gave 43 to her friends. How many stones were left?
1800,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The weight of an elephant is 605 lbs, and the weight of a rhino is 582 lbs, while a hippo weighs 150 lbs. What is the different of  weights of elephant and hippo?","The weight of an elephant is 605 lbs, and the weight of a rhino is 582 lbs, while a hippo weighs 150 lbs. What is the different of  weights of elephant and hippo?"
1801,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A library has 1,500 books. If 1,350 books are checked out, how many books are still available in the library?","A library has 1,500 books. If 1,350 books are checked out, how many books are still available in the library?"
1802,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A spaceship traveled 650 light years to Planet X and 720 light years to Planet Y. How much farther did it travel to Planet Y than to Planet X?",A spaceship traveled 650 light years to Planet X and 720 light years to Planet Y. How much farther did it travel to Planet Y than to Planet X?
1803,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Dave bought 5 packs of gum. He gave away 5 pieces to his friends now Dave has 25 pieces of gum left. How many pieces of gum were in each pack?",Dave bought 5 packs of gum. He gave away 5 pieces to his friends now Dave has 25 pieces of gum left. How many pieces of gum were in each pack?
1804,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A toy store had 1,200 teddy bears. After selling 1,150 teddy bears, how many teddy bears are left in the store?","A toy store had 1,200 teddy bears. After selling 1,150 teddy bears, how many teddy bears are left in the store?"
1805,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Saduni collected 431 cans for recycling, and Lisa collected 227 fewer cans than Saduni. How many cans did Lisa collect?","Saduni collected 431 cans for recycling, and Lisa collected 227 fewer cans than Saduni. How many cans did Lisa collect?"
1806,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Kumuthu bought apples and oranges worth $15. From the original $100 given by her mom, how much money was left?","Kumuthu bought apples and oranges worth $15. From the original $100 given by her mom, how much money was left?"
1807,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Bob collected 361 coins, and Dave collected 257 coins. Tim collected 59 fewer coins than Bob and Dave collected together. How many coins did Tim collect?","Bob collected 361 coins, and Dave collected 257 coins. Tim collected 59 fewer coins than Bob and Dave collected together. How many coins did Tim collect?"
1808,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#In a forest, there were 40 squirrel families. 15 of them found a new home in a different part of the forest. How many squirrel families were still living in the original part of the forest?","In a forest, there were 40 squirrel families. 15 of them found a new home in a different part of the forest. How many squirrel families were still living in the original part of the forest?"
1809,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Dave bought 4 bags of apples. he gave 5 apples to his neighbor now has 19 apples. How many apples were in each bag?",Dave bought 4 bags of apples. he gave 5 apples to his neighbor now has 19 apples. How many apples were in each bag?
1810,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Subtraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Sadun gave 51 Egyptian masks from her collection of 90. She also gave the 12 Egyptian weavings. How many masks were left in Sadunâ€™s collection?",Sadun gave 51 Egyptian masks from her collection of 90. She also gave the 12 Egyptian weavings. How many masks were left in Sadunâ€™s collection?
1811,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Emma gets out of school at 2.45 p.m. It takes her 5 minutes to walk home. Then she walks her dog for 15 minutes. She does her homework for 37 minutes. what time will it be when Emma finishes homework?",Emma gets out of school at 2.45 p.m. It takes her 5 minutes to walk home. Then she walks her dog for 15 minutes. She does her homework for 37 minutes. what time will it be when Emma finishes homework?
1812,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Find the elapsed time if the start time is 8.50 pm and the end time is 9.14 pm.",Find the elapsed time if the start time is 8.50 pm and the end time is 9.14 pm.
1813,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#It takes Aaron 3 hour 15 minutes to travel from A City to B City and 5 hours 25 minutes to reach C City from B City. If Aaron travels from A City to C City via B City, How much time will he take?","It takes Aaron 3 hour 15 minutes to travel from A City to B City and 5 hours 25 minutes to reach C City from B City. If Aaron travels from A City to C City via B City, How much time will he take?"
1814,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Find the ending time, the starting time is 2.40 pm and the elapsed time is 33 minutes.","Find the ending time, the starting time is 2.40 pm and the elapsed time is 33 minutes."
1815,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Find the escalated time if the start time is 6.20 am and the end time is 6.47 am.",Find the escalated time if the start time is 6.20 am and the end time is 6.47 am.
1816,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#If the start time is 11.55 am and the end time is 12.10 pm find the espoused time.",If the start time is 11.55 am and the end time is 12.10 pm find the espoused time.
1817,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Derek was 4 years 2 months old when he joined school. Today he is 11 years 1 month old. For how long has he been in school?",Derek was 4 years 2 months old when he joined school. Today he is 11 years 1 month old. For how long has he been in school?
1818,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Maya started to draw a picture at 2:45 p.m. She completed it at 4:35 p.m. How much time did she take to draw the picture?",Maya started to draw a picture at 2:45 p.m. She completed it at 4:35 p.m. How much time did she take to draw the picture?
1819,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Rachel works for 2 hours 25 minutes in the morning and 3 hours 40 minutes in the evening. For how much time did Rachel work in a fortnight?",Rachel works for 2 hours 25 minutes in the morning and 3 hours 40 minutes in the evening. For how much time did Rachel work in a fortnight?
1820,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#On the digital clock, it shows 9:45. How would you read this time?","On the digital clock, it shows 9:45. How would you read this time?"
1821,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#If the starting time is 240 pm and the elapsed time is 38 minutes. Find the ending time.",If the starting time is 240 pm and the elapsed time is 38 minutes. Find the ending time.
1822,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The digital clock displays 12:00. How should this time be read?",The digital clock displays 12:00. How should this time be read?
1823,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Mike went to a music concert. The concert started at 7.00pm and ended at 9.30pm. How long did the concert last?",Mike went to a music concert. The concert started at 7.00pm and ended at 9.30pm. How long did the concert last?
1824,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#David left home at 4:30 p.m. to meet his friend. He came back after 3 hr. 25 min. At what time did he came back?",David left home at 4:30 p.m. to meet his friend. He came back after 3 hr. 25 min. At what time did he came back?
1825,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Rex visited a fashion show. He stayed there for 2 hr. 30 min. and came back at home. If he reached in the fashion show at 8:45 p.m. when did he leave for his home?",Rex visited a fashion show. He stayed there for 2 hr. 30 min. and came back at home. If he reached in the fashion show at 8:45 p.m. when did he leave for his home?
